book,chapter,verse,content_mismatch_summary,issue_count,order_differs_from_greek_syntax_informational_only,tr_scrivener_sequence,db_sequence,content_mismatch_detail
2Co,8,14,extra_word,3,yes,"ἐν τῷ νῦν καιρῷ τὸ ὑμῶν περίσσευμα εἰς τὸ ἐκείνων ὑστέρημα, ἵνα καὶ τὸ ἐκείνων περίσσευμα γένηται εἰς τὸ ὑμῶν ὑστέρημα, ὅπως γένηται ἰσότης",αλλ εξ ισοτητος νυν εν ὁ καιρω υμων ὁ περισσευμα εις εκεινων ὁ υστερημα ινα εκεινων ὁ περισσευμα και γενηται εις υμων ὁ υστερημα οπως γενηται ισοτης,"EXTRA: DB has 'αλλ' (G0235), no TR counterpart anywhere in verse | EXTRA: DB has 'εξ' (G1537), no TR counterpart anywhere in verse | EXTRA: DB has 'ισοτητος' (G2471), no TR counterpart anywhere in verse"
2Co,8,19,strongs_mismatch,2,yes,"οὐ μόνον δέ, ἀλλὰ καὶ χειροτονηθεὶς ὑπὸ τῶν ἐκκλησιῶν συνέκδημος ἡμῶν σὺν τῇ χάριτι ταύτῃ τῇ διακονουμένῃ ὑφ᾽ ἡμῶν πρὸς τὴν αὐτοῦ τοῦ κυρίου δόξαν καὶ προθυμίαν ὑμῶν",την δε ου μονον αλλα και χειροτονηθεις υπο ὁ εκκλησιων συνεκδημος ημων συν ταυτη ὁ χαριτι τη διακονουμενη υφ ημων προς δοξαν αυτου ὁ κυριου και υμων προθυμιαν,"STRONGS MISMATCH: word text matches ('μόνον'); expected Strong's (TR/TAGNT G3441, cross-walked to this DB's lexeme numbering: G3441) vs DB actual 'μονον'=G3440 | STRONGS MISMATCH: word text matches ('ὑμῶν'); expected Strong's (TR/TAGNT G5216, cross-walked to this DB's lexeme numbering: G1473/G3165/G5216) vs DB actual 'υμων'=G4771"
2Co,8,21,strongs_mismatch,1,no,προνοούμενοι καλὰ οὐ μόνον ἐνώπιον κυρίου ἀλλὰ καὶ ἐνώπιον ἀνθρώπων.,προνοουμενοι καλα ου μονον ενωπιον κυριου αλλα και ενωπιον ανθρωπων,"STRONGS MISMATCH: word text matches ('μόνον'); expected Strong's (TR/TAGNT G3441, cross-walked to this DB's lexeme numbering: G3441) vs DB actual 'μονον'=G3440"
2Co,9,4,mixed_content,2,yes,"μή πως ἐὰν ἔλθωσιν σὺν ἐμοὶ Μακεδόνες καὶ εὕρωσιν ὑμᾶς ἀπαρασκευάστους, καταισχυνθῶμεν ἡμεῖς, ἵνα μὴ λέγωμεν ὑμεῖς, ἐν τῇ ὑποστάσει ταύτῃ τῆς καυχήσεως.",μηπως εαν μακεδονες ελθωσιν συν εμοι και ευρωσιν υμας απαρασκευαστους ημεις ινα λεγωμεν μη υμεις καταισχυνθωμεν εν ταυτη ὁ υποστασει ὁ καυχησεως,"DIFFERENT FORM: same Strong's G4458, TR 'πως' vs DB 'μηπως' | MISSING: TR has 'μὴ' (G3361), no match anywhere in DB verse"
2Co,9,12,strongs_mismatch,1,yes,ὅτι ἡ διακονία τῆς λειτουργίας ταύτης οὐ μόνον ἐστὶν προσαναπληροῦσα τὰ ὑστερήματα τῶν ἁγίων ἀλλὰ καὶ περισσεύουσα διὰ πολλῶν εὐχαριστιῶν τῷ θεῷ·,των οτι ὁ διακονια ταυτης ὁ λειτουργιας ου μονον προσαναπληρουσα ὁ υστερηματα αγιων αλλα εστιν περισσευουσα και δια πολλων ευχαριστιων ὁ θεω,"STRONGS MISMATCH: word text matches ('μόνον'); expected Strong's (TR/TAGNT G3441, cross-walked to this DB's lexeme numbering: G3441) vs DB actual 'μονον'=G3440"
2Co,10,5,extra_word,2,yes,καὶ πᾶν ὕψωμα ἐπαιρόμενον κατὰ τῆς γνώσεως τοῦ θεοῦ καὶ αἰχμαλωτίζοντες πᾶν νόημα εἰς τὴν ὑπακοὴν τοῦ Χριστοῦ,καθαιρουντες λογισμους και παν υψωμα επαιρομενον κατα ὁ γνωσεως ὁ θεου και αιχμαλωτιζοντες παν νοημα εις ὁ υπακοην ὁ χριστου,"EXTRA: DB has 'καθαιρουντες' (G2507), no TR counterpart anywhere in verse | EXTRA: DB has 'λογισμους' (G3053), no TR counterpart anywhere in verse"
2Co,10,8,strongs_mismatch,1,yes,"ἐάν τε γὰρ καὶ περισσότερόν τι καυχήσωμαι περὶ τῆς ἐξουσίας ἡμῶν ἧς ἔδωκεν ὁ κύριος ἡμῖν εἰς οἰκοδομὴν καὶ οὐκ εἰς καθαίρεσιν ὑμῶν, οὐκ αἰσχυνθήσομαι·",γαρ εαν τε καυχησωμαι και τι περισσοτερον περι ημων ὁ εξουσιας ης ὁ κυριος εδωκεν ημιν εις οικοδομην και ουκ εις υμων καθαιρεσιν ουκ αισχυνθησομαι,"STRONGS MISMATCH: word text matches ('περισσότερόν'); expected Strong's (TR/TAGNT G4055, cross-walked to this DB's lexeme numbering: G4055) vs DB actual 'περισσοτερον'=G4053"
2Co,10,16,extra_word,1,yes,"εἰς τὰ ὑπερέκεινα ὑμῶν εὐαγγελίσασθαι, οὐκ ἐν ἀλλοτρίῳ κανόνι εἰς τὰ ἕτοιμα καυχήσασθαι.",ευαγγελισασθαι εις τα υπερεκεινα υμων ουκ καυχησασθαι εν αλλοτριω κανονι ὁ ετοιμα εις ὁ,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
2Co,11,3,mixed_content,2,yes,"φοβοῦμαι δὲ μή πως ὡς ὁ ὄφις ἐξηπάτησεν Εὕαν ἐν τῇ πανουργίᾳ αὐτοῦ, οὕτως φθαρῇ τὰ νοήματα ὑμῶν ἀπὸ τῆς ἁπλότητος τῆς εἰς τὸν Χριστόν.",δε φοβουμαι μηπως ως ὁ οφις εξηπατησεν ευαν εν αυτου ὁ πανουργια ουτως υμων ὁ νοηματα φθαρη απο ὁ απλοτητος της εις ὁ χριστον,"DIFFERENT FORM: same Strong's G4458, TR 'πως' vs DB 'μηπως' | MISSING: TR has 'μή' (G3361), no match anywhere in DB verse"
2Co,11,5,mixed_content,2,yes,Λογίζομαι γὰρ μηδὲν ὑστερηκέναι τῶν ὑπερλίαν ἀποστόλων.,των γαρ λογιζομαι μηδεν υστερηκεναι υπερ λιαν αποστολων,"DIFFERENT FORM: same Strong's G5228, TR 'ὑπερλίαν' vs DB 'υπερ' | EXTRA: DB has 'λιαν' (G3029), no TR counterpart anywhere in verse"
2Co,11,16,mixed_content,3,yes,"Πάλιν λέγω, μή τίς με δόξῃ ἄφρονα εἶναι· εἰ δὲ μή γε, κἂν ὡς ἄφρονα δέξασθέ με, ἵνα κἀγὼ μικρόν τι καυχήσωμαι.",λεγω παλιν μη τις δοξη με ειναι αφρονα ει δέ μηγε καν ως αφρονα δεξασθε με ινα καγω καυχησωμαι μικρον τι,"MISSING: TR has 'μή' (G3361), no match anywhere in DB verse | MISSING: TR has 'γε,' (G1065), no match anywhere in DB verse | EXTRA: DB has 'μηγε' (G1490), no TR counterpart anywhere in verse"
2Co,11,23,strongs_mismatch,2,yes,"διάκονοι Χριστοῦ εἰσιν; παραφρονῶν λαλῶ· ὑπὲρ ἐγώ. ἐν κόποις περισσοτέρως, ἐν φυλακαῖς περισσοτέρως, ἐν πληγαῖς ὑπερβαλλόντως, ἐν θανάτοις πολλάκις.",εισιν διακονοι χριστου εγω λαλω παραφρονων υπερ εν κοποις περισσοτερως εν πληγαις υπερβαλλοντως εν φυλακαις περισσοτερως εν θανατοις πολλακις,"STRONGS MISMATCH: word text matches ('περισσοτέρως,'); expected Strong's (TR/TAGNT G4056, cross-walked to this DB's lexeme numbering: G4056) vs DB actual 'περισσοτερως'=G4057 | STRONGS MISMATCH: word text matches ('περισσοτέρως,'); expected Strong's (TR/TAGNT G4056, cross-walked to this DB's lexeme numbering: G4056) vs DB actual 'περισσοτερως'=G4057"
2Co,12,1,strongs_mismatch,1,yes,Καυχᾶσθαι δὴ οὐ συμφέρει μοι ἐλεύσομαι γὰρ εἰς ὀπτασίας καὶ ἀποκαλύψεις κυρίου.¶,ου συμφερει γαρ μοι δη καυχασθαι ελευσομαι εις οπτασιας και αποκαλυψεις κυριου,"STRONGS MISMATCH: word text matches ('μοι'); expected Strong's (TR/TAGNT G3427, cross-walked to this DB's lexeme numbering: G3303/G3427) vs DB actual 'μοι'=G1473"
2Co,12,7,strongs_mismatch,1,yes,"καὶ τῇ ὑπερβολῇ τῶν ἀποκαλύψεων.¶ ἵνα μὴ ὑπεραίρωμαι, ἐδόθη μοι σκόλοψ τῇ σαρκί, ἄγγελος σατανᾶ ἵνα με κολαφίζῃ ἵνα μὴ ὑπεραίρωμαι.",και ινα μη υπεραιρωμαι ὁ υπερβολη ὁ αποκαλυψεων εδοθη μοι σκολοψ ὁ σαρκι αγγελος σαταν ινα κολαφιζη με ινα μη υπεραιρωμαι,"STRONGS MISMATCH: word text matches ('σατανᾶ'); expected Strong's (TR/TAGNT G4567, cross-walked to this DB's lexeme numbering: G4567) vs DB actual 'σαταν'=G4566"
2Co,12,11,mixed_content,2,yes,"Γέγονα ἄφρων καυχώμενος· ὑμεῖς με ἠναγκάσατε. ἐγὼ γὰρ ὤφειλον ὑφ᾽ ὑμῶν συνίστασθαι· οὐδὲν γὰρ ὑστέρησα τῶν ὑπερλίαν ἀποστόλων, εἰ καὶ οὐδέν εἰμι.",των γεγονα αφρων καυχωμενος υμεις ηναγκασατε με γαρ εγω ωφειλον συνιστασθαι υφ υμων γαρ ουδεν υστερησα υπερ λιαν αποστολων ει και ειμι ουδεν,"DIFFERENT FORM: same Strong's G5228, TR 'ὑπερλίαν' vs DB 'υπερ' | EXTRA: DB has 'λιαν' (G3029), no TR counterpart anywhere in verse"
2Co,12,15,strongs_mismatch,1,yes,"ἐγὼ δὲ ἥδιστα δαπανήσω καὶ ἐκδαπανηθήσομαι ὑπὲρ τῶν ψυχῶν ὑμῶν, εἰ καὶ περισσοτέρως ὑμᾶς ἀγαπῶν ἧττον ἀγαπῶμαι.",δε εγω ηδιστα δαπανησω και εκδαπανηθησομαι υπερ ὁ ψυχων υμων ει και περισσοτερως αγαπων υμας ηττον αγαπωμαι,"STRONGS MISMATCH: word text matches ('περισσοτέρως'); expected Strong's (TR/TAGNT G4056, cross-walked to this DB's lexeme numbering: G4056) vs DB actual 'περισσοτερως'=G4057"
2Co,12,18,mixed_content,2,yes,παρεκάλεσα Τίτον καὶ συναπέστειλα τὸν ἀδελφόν· μήτι ἐπλεονέκτησεν ὑμᾶς Τίτος; οὐ τῷ αὐτῷ πνεύματι περιεπατήσαμεν; οὐ τοῖς αὐτοῖς ἴχνεσιν;¶,τοις τω παρεκαλεσα τιτον και συναπεστειλα ὁ αδελφον μη τι τιτος επλεονεκτησεν υμας περιεπατησαμεν ου αυτω πνευματι ου αυτοις ιχνεσιν,"DIFFERENT FORM: same Strong's G3385, TR 'μήτι' vs DB 'μη' | EXTRA: DB has 'τι' (G5100), no TR counterpart anywhere in verse"
2Co,12,20,mixed_content,4,yes,"φοβοῦμαι γὰρ μή πως ἐλθὼν οὐχ οἵους θέλω εὕρω ὑμᾶς, κἀγὼ εὑρεθῶ ὑμῖν οἷον οὐ θέλετε, μή πως ἔρεις ζῆλοι θυμοί, ἐριθείαι, καταλαλιαί, ψιθυρισμοί, φυσιώσεις, ἀκαταστασίαι,",γαρ φοβουμαι μηπως ελθων ευρω ουχ υμας οιους θελω καγω ευρεθω υμιν οιον θελετε ου μηπως ερεις ζηλοι θυμοι εριθειαι καταλαλιαι ψιθυρισμοι φυσιωσεις ακαταστασιαι,"DIFFERENT FORM: same Strong's G4458, TR 'πως' vs DB 'μηπως' | DIFFERENT FORM: same Strong's G4458, TR 'πως' vs DB 'μηπως' | MISSING: TR has 'μή' (G3361), no match anywhere in DB verse | MISSING: TR has 'μή' (G3361), no match anywhere in DB verse"
2Co,13,2,mixed_content,2,yes,"προείρηκα καὶ προλέγω, ὡς παρὼν τὸ δεύτερον καὶ ἀπὼν νῦν γράφω, τοῖς προημαρτηκόσιν καὶ τοῖς λοιποῖς πᾶσιν, ὅτι ἐὰν ἔλθω εἰς τὸ πάλιν οὐ φείσομαι.",προειρηκα και προλεγω ως παρων ὁ δευτερον και απων νυν γραφω τοις προημαρτηκοσιν και πασιν ὁ λοιποις οτι εαν ελθω εις παλιν ὁ ου ὁ φεισομαι,"STRONGS MISMATCH: word text matches ('προείρηκα'); expected Strong's (TR/TAGNT G4280, cross-walked to this DB's lexeme numbering: G4280) vs DB actual 'προειρηκα'=G4302 | EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
2Co,13,5,mixed_content,2,yes,"Ἑαυτοὺς πειράζετε εἰ ἐστὲ ἐν τῇ πίστει, ἑαυτοὺς δοκιμάζετε· ἢ οὐκ ἐπιγινώσκετε ἑαυτοὺς ὅτι Ἰησοῦς Χριστὸς ἐν ὑμῖν ἐστίν; εἰ μήτι ἀδόκιμοί ἐστε.",πειραζετε εαυτους ει εστε εν ὁ πιστει δοκιμαζετε εαυτους επιγινωσκετε η ουκ εαυτους οτι ιησους χριστος εστιν εν υμιν ει μη τι εστε αδοκιμοι,"DIFFERENT FORM: same Strong's G3385, TR 'μήτι' vs DB 'μη' | EXTRA: DB has 'τι' (G5100), no TR counterpart anywhere in verse"
2Pe,1,9,word_substitution,1,yes,"ᾯ γὰρ μὴ πάρεστιν ταῦτα, τυφλός ἐστιν μυωπάζων, λήθην λαβὼν τοῦ καθαρισμοῦ τῶν πάλαι αὐτοῦ ἁμαρτιῶν.",γαρ ω μη παρεστιν ταυτα εστιν τυφλος μυωπαζων λαβων ληθην καθαρισμου ὁ αυτου παλαι ὁ αμαρτιων,"DIFFERENT FORM: same Strong's G3739, TR 'ᾯ' vs DB 'ω'"
2Pe,1,12,extra_word,3,yes,Διὸ ἀεὶ ὑμᾶς ὑπομιμνῄσκειν περὶ τούτων καίπερ εἰδότας καὶ ἐστηριγμένους ἐν τῇ παρούσῃ ἀληθείᾳ.,διο αμελησω ουκ αμελησω υμας αει υπομιμνησκειν περι τουτων καιπερ ειδοτας και εστηριγμενους εν ὁ παρουση αληθεια,"EXTRA: DB has 'αμελησω' (G0272), no TR counterpart anywhere in verse | EXTRA: DB has 'ουκ' (G3756), no TR counterpart anywhere in verse | EXTRA: DB has 'αμελησω' (G0272), no TR counterpart anywhere in verse"
2Pe,2,12,extra_word,1,yes,"οὗτοι δὲ ὡς ἄλογα ζῷα φυσικὰ εἰς ἅλωσιν καὶ φθοράν, ἐν οἷς ἀγνοοῦσιν βλασφημοῦντες ἐν τῇ φθορᾷ αὐτῶν καταφθαρήσονται",δε ουτοι ως φυσικα αλογα ζωα γεγενημενα εις αλωσιν και φθοραν βλασφημουντες εν οις αγνοουσιν καταφθαρησονται εν αυτων ὁ φθορα,"EXTRA: DB has 'γεγενημενα' (G1096), no TR counterpart anywhere in verse"
